ID_ORGANIGRAMME,DATE_FIN,DATE_DEBUT,DATE_VERROU,LABEL,DELETED,UTILISATEUR_VERROU,ID_PARENT_ENTITE,ID_PARENT_UNITE,ID_PARENT_INSTITUTION,TYPE,FUNCTION_READ,NOR_DIRECTION
50001934,null,2007-02-13 01:00:00.0,null,AFNOR (Economie),0,null,50000507,null,null,UST,null,null
50001946,null,2007-06-07 02:00:00.0,null,DREES (MTS),0,null,50000969,null,null,UST,null,null
50001948,null,2007-06-07 02:00:00.0,null,DIACT (MEDAD),0,null,50000976,null,null,UST,null,null
50001962,null,2007-06-08 02:00:00.0,null,DREES,0,null,50013998,null,null,UST,null,null
50001963,null,2007-06-08 02:00:00.0,null,Secrétariat général (BCF),0,null,50013998,null,null,UST,null,null
50001964,null,2007-06-08 02:00:00.0,null,IGF,0,null,50013998,null,null,UST,null,null
50001965,null,2007-06-08 02:00:00.0,null,DPAEP,0,null,50013998,null,null,UST,null,null
50001966,null,2007-06-08 02:00:00.0,null,DAJ (BCF),0,null,50013998,null,null,UST,null,null
50001967,null,2007-06-08 02:00:00.0,null,Contrôle gal éco. et fin (BCF),0,null,50013998,null,null,UST,null,null
50001968,null,2007-06-08 02:00:00.0,null,Haut fonctionnaire de défense (BCF),0,null,50013998,null,null,UST,null,null
50001972,null,2007-06-08 02:00:00.0,null,DGE (MEDAD),0,null,50000976,null,null,UST,null,null
50001973,null,2007-06-08 02:00:00.0,null,DARQSI (MEDAD),0,null,50000976,null,null,UST,null,null
50001974,null,2007-06-08 02:00:00.0,null,DARES (Economie),0,null,50000507,null,null,UST,null,null
50001975,null,2007-06-08 02:00:00.0,null,DIIESES (Economie),0,null,50000507,null,null,UST,null,null
50001976,null,2007-06-08 02:00:00.0,null,DARQSI (Economie),0,null,50000507,null,null,UST,null,null
50001977,null,2007-06-08 02:00:00.0,null,Dir. gale de la gendarmerie nationale,0,null,50000632,null,null,UST,DIR,null
50001989,null,2007-06-08 02:00:00.0,null,DGAS (Logement),0,null,50001886,null,null,UST,null,null
50001990,null,2007-06-08 02:00:00.0,null,Cabinet Logement,0,null,50001886,null,null,UST,null,null
50001991,null,2007-06-08 02:00:00.0,null,IGAENR (ESR),0,null,50000940,null,null,UST,null,null
50002010,null,2007-06-08 02:00:00.0,null,DSS (MTS),0,null,50000969,null,null,UST,null,null
50002011,null,2007-06-08 02:00:00.0,null,Comité interminist. controle imi (IMI),0,null,50001885,null,null,UST,null,null
50002013,null,2007-06-08 02:00:00.0,null,"Dir accueil, intégr, citoyenneté (IMI)",0,null,50001885,null,null,DIR,null,null
50002014,null,2007-06-08 02:00:00.0,null,Sous-dir. étrangers et circ. transfront.,0,null,null,50002013,null,UST,null,null
50002020,null,2007-06-08 02:00:00.0,null,Direction immigration (IMI),0,null,50001885,null,null,DIR,null,null
50002027,null,2007-06-08 02:00:00.0,null,Service de l'asile (IMI),0,null,50001885,null,null,UST,null,null
50002032,null,2007-06-14 02:00:00.0,null,Secrétariat général (Min ESR),0,null,50000940,null,null,UST,null,null
50002033,null,2007-06-14 02:00:00.0,null,Direction générale RH (Min. ESR.),0,null,50000940,null,null,DIR,null,null
50002037,null,2007-06-14 02:00:00.0,null,Direction de l'encadrement (Min. ESR),0,null,50000940,null,null,DIR,null,null
50002040,null,2007-06-14 02:00:00.0,null,Dir. affaires financières (Min. ESR),0,null,50000940,null,null,DIR,null,null
50002043,null,2007-06-14 02:00:00.0,null,Dir. affaires juridiques (Min. ESR),0,null,50000940,null,null,DIR,null,null
50002046,null,2007-06-14 02:00:00.0,null,"Dir. éval, prospect et perf. (Min. ESR)",0,null,50000940,null,null,DIR,null,null
50002050,null,2007-06-14 02:00:00.0,null,"D. relat. eur, internat, coop (Min ESR)",0,null,50000940,null,null,DIR,null,null
50002053,null,2007-06-14 02:00:00.0,null,"Serv action admin., modernis. (Min ESR)",0,null,50000940,null,null,UST,null,null
50002058,null,2007-06-19 02:00:00.0,null,Organismes de recherche (Min. ESR),0,null,null,50001266,null,UST,null,null
50002082,null,2007-05-30 02:00:00.0,null,Dir. hospit. et org. soins (Min. BCF),0,null,50013998,null,null,DIR,null,null
50002084,null,2007-05-30 02:00:00.0,null,Dir. de la sécurité sociale (Min. BCF),0,null,50013998,null,null,DIR,null,null
50002160,null,2007-07-16 02:00:00.0,null,Sous-dir. corps préfectoral-SDCPAC,0,null,null,50001285,null,UST,null,null
50002246,null,2007-08-08 02:00:00.0,null,DGPA-DAJIL,0,null,null,50000988,null,UST,null,null
50002362,null,2007-08-23 02:00:00.0,null,Régulation de l'énergie,0,null,null,null,null,UST,null,null
50002366,null,2007-08-24 02:00:00.0,null,Secr. général Min. Immigration,0,null,50001885,null,null,UST,null,null
50002370,null,2007-08-24 02:00:00.0,null,Service opérateurs et ressources (ARCEP),0,null,null,null,null,UST,null,null
50002383,null,2007-08-28 02:00:00.0,null,Coll. terr. de la Rép. (Département),0,null,null,null,null,UST,null,null
50002384,null,2007-08-28 02:00:00.0,null,Coll. terr. de la Rép. (Région),0,null,null,null,null,UST,null,null
50002385,null,2007-08-28 02:00:00.0,null,Coll. terr. de la Rép. (Autre),0,null,null,null,null,UST,null,null
50002482,null,2007-10-08 02:00:00.0,null,Dir. circulation aérienne,0,null,null,50001136,null,DIR,null,null
50002486,null,2007-10-17 02:00:00.0,null,Sous-direction du droit civil (Justice),0,null,null,50001088,null,UST,null,null
50002487,null,2007-10-17 02:00:00.0,null,Sous-dir. prof. jud. et jurid. (Justice),0,null,null,50001088,null,UST,null,null
50002508,null,2007-10-25 02:00:00.0,null,Direction CNIL,0,null,null,null,null,DIR,null,null
50002510,null,2007-10-25 02:00:00.0,null,Direction Cour des comptes,0,null,null,null,null,DIR,null,null
50002533,null,2007-11-06 01:00:00.0,null,Concours (DGAFP),0,null,null,50001912,null,UST,null,null
50002534,null,2007-11-06 01:00:00.0,null,Mesures normatives (DGAFP),0,null,null,50001912,null,UST,null,null
50002535,null,2007-11-06 01:00:00.0,null,Mesures individuelles (DGAFP),0,null,null,50001912,null,UST,null,null
50002536,null,2007-11-06 01:00:00.0,null,Contrôle final textes (DGAFP),0,null,null,50001912,null,UST,null,null
50002546,null,2007-11-06 01:00:00.0,null,Concours (DGAFP),0,null,null,50001442,null,UST,null,null
50002547,null,2007-11-06 01:00:00.0,null,Mesures normatives (DGAFP),0,null,null,50001442,null,UST,null,null
50002548,null,2007-11-06 01:00:00.0,null,Mesures individuelles (DGAFP),0,null,null,50001442,null,UST,null,null
50002549,null,2007-11-06 01:00:00.0,null,Contrôle final textes (DGAFP),0,null,null,50001442,null,UST,null,null
50002683,null,2008-01-10 01:00:00.0,null,Président CSA,0,null,null,null,null,UST,null,null
50002684,null,2008-01-10 01:00:00.0,null,Collège CSA,0,null,null,null,null,UST,null,null
50002757,null,2008-02-20 01:00:00.0,null,Décorations - Sanctions,0,null,null,null,null,UST,null,null
50002833,null,2006-05-04 02:00:00.0,null,Section de l'administration,0,null,null,null,null,UST,null,null
50003057,null,2007-02-14 01:00:00.0,null,Centre national de gestion (CNG),0,null,50000975,null,null,UST,null,null
50003082,null,2008-05-27 02:00:00.0,null,Lois (Conseil constitutionnel),0,null,null,null,null,UST,null,null
50003132,null,2007-06-01 02:00:00.0,null,Service commun laboratoires (Economie),0,null,50000507,null,null,UST,null,null
50003157,null,2007-08-24 02:00:00.0,null,Service économie et prospective (ARCEP),0,null,null,null,null,UST,null,null
50003158,null,2007-08-24 02:00:00.0,null,Serv. régulation marchés fixe et mobiles,0,null,null,null,null,UST,null,null
50003159,null,2007-08-24 02:00:00.0,null,Serv. collect. rég. marchés haut débit,0,null,null,null,null,UST,null,null
50003160,null,2007-08-24 02:00:00.0,null,Service juridique (ARCEP),0,null,null,null,null,UST,null,null
50003161,null,2007-08-24 02:00:00.0,null,Service international (ARCEP),0,null,null,null,null,UST,null,null
50003162,null,2007-08-24 02:00:00.0,null,Service du directeur gal ou du président,0,null,null,null,null,UST,null,null
50003163,null,2007-08-24 02:00:00.0,null,Service régulation postale (ARCEP),0,null,null,null,null,UST,null,null
50003164,null,2007-08-24 02:00:00.0,null,Serv admin ressources humaines (ARCEP),0,null,null,null,null,UST,null,null
50003207,null,2008-09-01 02:00:00.0,null,Commission perm. publication du BOA,0,null,null,50001106,null,UST,null,null
50003232,null,2008-09-04 02:00:00.0,null,Cabinet du SGG,0,null,null,50000615,null,UST,null,null
50003282,null,2008-10-06 02:00:00.0,null,OFPRA,0,null,50001885,null,null,UST,null,null
50003307,null,2008-10-08 02:00:00.0,null,ANAEM,0,null,50001885,null,null,UST,null,null
50003357,null,2008-10-24 02:00:00.0,null,Sce Bulletins Officiels DJO,0,null,null,50000629,null,UST,null,null
50003632,null,2007-06-07 02:00:00.0,null,Caisse des dépôts et consignations,0,null,50000507,null,null,UST,null,null
50003707,null,2007-06-07 02:00:00.0,null,DIV (MTS),0,null,50000969,null,null,UST,null,null
50003733,null,2009-03-02 01:00:00.0,null,Rapporteur Autorité de la concurrence,0,null,null,null,null,UST,null,null
50003758,null,2009-03-02 01:00:00.0,null,Président Autorité de la concurrence,0,null,null,null,null,UST,null,null
50003834,null,2009-11-09 01:00:00.0,null,BDC Outre-mer,0,null,50003832,null,null,UST,null,null
50003836,null,2009-11-09 01:00:00.0,null,DéGéOM (Outre-Mer),0,null,50003832,null,null,UST,null,null
